0,0.27259,0.27764,0.25118,0.26614,0.25517,0.24061,0.25493,0.27288,0.26835,0.2595,0.25285,0.28837,0.27308,0.27359,0.2416,0.22622,0.26866,0.2822,0.37961,0.23932,0.26672,0.23234,0.22912,0.23158,0.2815,0.24408,0.40373,0.44079,0.2911,0.28101,0.22388,0.27959,0.25448,0.27349,0.38109,0.26988,0.21477,0.26723,0.95674,0.25984,0.30196,0.32318,0.2765,0.25168,0.3995,0.34096,0.36549,0.25038,0.42409,0.27144,0.24672
0.27259,0,0.22721,0.20849,0.20818,0.18023,0.19856,0.19893,0.19995,0.20294,0.18877,0.2623,0.22319,0.18571,0.19735,0.18919,0.26491,0.21331,0.21219,0.34741,0.21748,0.18242,0.17492,0.19807,0.21888,0.31161,0.19533,0.37943,0.38069,0.19777,0.18859,0.16293,0.22442,0.24421,0.19513,0.38239,0.24358,0.2008,0.21409,0.96939,0.17969,0.22109,0.32804,0.22005,0.21085,0.41332,0.36135,0.38733,0.20271,0.40759,0.23819,0.20313
0.27764,0.22721,0,0.16706,0.19723,0.19112,0.22798,0.26348,0.21634,0.27621,0.18513,0.29583,0.24244,0.16988,0.17569,0.14685,0.2789,0.22596,0.17745,0.29974,0.25604,0.22746,0.16348,0.22079,0.24697,0.26826,0.1889,0.36151,0.38428,0.29919,0.18947,0.18069,0.21627,0.20418,0.24313,0.3883,0.29973,0.22138,0.17773,0.99647,0.21381,0.25645,0.36993,0.20908,0.17739,0.43465,0.37183,0.3919,0.15611,0.42455,0.25435,0.25843
0.25118,0.20849,0.16706,0,0.20043,0.16626,0.2043,0.21669,0.20174,0.25146,0.17818,0.22803,0.24939,0.16651,0.19952,0.19368,0.22082,0.24473,0.19729,0.3268,0.20536,0.22077,0.16395,0.19319,0.20756,0.32632,0.18088,0.36711,0.37087,0.22994,0.20164,0.1875,0.20962,0.25124,0.22562,0.3682,0.27307,0.21024,0.2224,0.91894,0.21396,0.28722,0.33429,0.22875,0.22535,0.39976,0.342,0.39288,0.16785,0.39778,0.25856,0.25386
0.26614,0.20818,0.19723,0.20043,0,0.20339,0.23248,0.2668,0.21667,0.2818,0.19985,0.2788,0.21643,0.17341,0.19556,0.19742,0.27948,0.24264,0.18829,0.29652,0.23805,0.23049,0.19225,0.21163,0.22925,0.36338,0.18635,0.36136,0.35762,0.27847,0.20288,0.2189,0.21387,0.24098,0.2651,0.39451,0.27641,0.23277,0.17966,0.99179,0.21619,0.27752,0.37029,0.22013,0.25414,0.4143,0.35703,0.38892,0.19867,0.42867,0.28745,0.28807
0.25517,0.18023,0.19112,0.16626,0.20339,0,0.21448,0.22607,0.20068,0.2236,0.15935,0.22991,0.19077,0.1581,0.19331,0.17473,0.24463,0.22224,0.16614,0.32111,0.21357,0.2203,0.14455,0.20772,0.24272,0.30887,0.20579,0.3822,0.3847,0.22139,0.19527,0.17526,0.1984,0.23758,0.23677,0.3842,0.27702,0.20676,0.20907,0.93235,0.18872,0.24919,0.35454,0.18783,0.21516,0.43183,0.36873,0.41888,0.17457,0.40445,0.26759,0.24296
0.24061,0.19856,0.22798,0.2043,0.23248,0.21448,0,0.20336,0.1974,0.20979,0.19915,0.17339,0.26242,0.24074,0.23746,0.20744,0.1822,0.19544,0.26484,0.38112,0.15302,0.21786,0.20365,0.13262,0.15171,0.25412,0.21209,0.41884,0.43411,0.22508,0.22624,0.18898,0.29245,0.21166,0.18674,0.32415,0.21879,0.19594,0.26805,0.94351,0.24837,0.29168,0.25846,0.27337,0.2286,0.34723,0.25795,0.33737,0.23422,0.33681,0.19693,0.19785
0.25493,0.19893,0.26348,0.21669,0.2668,0.22607,0.20336,0,0.26556,0.21349,0.23977,0.21202,0.28666,0.2494,0.25451,0.25955,0.19641,0.25718,0.2857,0.39588,0.20498,0.24522,0.23676,0.2061,0.21866,0.3752,0.2695,0.40563,0.41379,0.21641,0.25088,0.21217,0.27767,0.25545,0.19938,0.32911,0.23264,0.20612,0.28069,0.90795,0.23005,0.29124,0.27191,0.27325,0.2266,0.38326,0.29563,0.35018,0.25855,0.35723,0.2523,0.21314
0.27288,0.19995,0.21634,0.20174,0.21667,0.20068,0.1974,0.26556,0,0.21682,0.1705,0.21929,0.25682,0.22324,0.21396,0.18971,0.23607,0.18601,0.21896,0.3428,0.19622,0.18709,0.19306,0.16085,0.19017,0.3901,0.1586,0.35255,0.4061,0.21695,0.21082,0.19687,0.27375,0.26099,0.24812,0.35173,0.28757,0.24069,0.24267,0.94435,0.24768,0.29884,0.29783,0.26642,0.25213,0.36368,0.30342,0.37327,0.20488,0.344,0.24069,0.23111
0.26835,0.20294,0.27621,0.25146,0.2818,0.2236,0.20979,0.21349,0.21682,0,0.21599,0.1811,0.26666,0.25284,0.23458,0.23939,0.20658,0.21955,0.29672,0.38427,0.19413,0.21311,0.22656,0.18706,0.18423,0.35127,0.24137,0.3973,0.42453,0.16724,0.2374,0.18969,0.26655,0.27286,0.22253,0.3354,0.25351,0.23278,0.27091,0.90094,0.22994,0.30448,0.25788,0.29352,0.23595,0.3707,0.29948,0.38793,0.24704,0.35127,0.24123,0.19023
