0,0.23466,0.23483,0.21267,0.24377,0.2454,0.21385,0.33729,0.25124,0.22495,0.34626,0.2427,0.24153,0.26449,0.26991,0.23316,0.28253,0.2377,0.22445,0.33453,0.24201,0.23499,0.35956,0.24112,0.29745,0.21579,0.4105,0.36821,0.22147,0.22475,0.24899,0.21417,0.22486,0.21378,0.34935,0.24856,0.255,0.24552,0.28721,0.25996,0.26709,0.28002,0.29446,0.26774,0.28229,0.24483,0.25725,0.29604,0.28007,0.26692,0.27346,0.2641,0.25684,0.26832,0.29255,0.24378,0.30041,0.24941,0.22479,0.34694,0.24188,0.26201,0.27325,0.24104,0.29354,0.33504
0.23466,0,0.24893,0.25572,0.26185,0.25232,0.23379,0.39779,0.2399,0.18804,0.30779,0.20915,0.20586,0.24061,0.26356,0.22485,0.34913,0.23804,0.2757,0.36146,0.21853,0.24212,0.32691,0.26102,0.32642,0.17275,0.3619,0.3175,0.22808,0.23915,0.24215,0.22216,0.25135,0.22472,0.33016,0.2189,0.25212,0.25554,0.2752,0.25198,0.2844,0.24141,0.2857,0.25352,0.25402,0.27921,0.29357,0.29074,0.25987,0.27175,0.27005,0.26949,0.2672,0.28403,0.29608,0.21384,0.28919,0.27258,0.24684,0.36978,0.24224,0.26983,0.30568,0.24363,0.28835,0.38407
0.23483,0.24893,0,0.23999,0.24834,0.239,0.22922,0.36168,0.28719,0.24816,0.34391,0.25239,0.24744,0.26247,0.23379,0.20988,0.29141,0.22366,0.27607,0.39865,0.19655,0.24537,0.32349,0.2529,0.34327,0.18248,0.38744,0.34638,0.23261,0.25284,0.25517,0.21167,0.25208,0.19737,0.37979,0.2251,0.23387,0.23764,0.27448,0.21946,0.30572,0.30128,0.282,0.20135,0.2344,0.26778,0.2725,0.28191,0.22654,0.26597,0.26323,0.22013,0.26526,0.24922,0.28617,0.24205,0.23839,0.24151,0.22701,0.33359,0.23709,0.26587,0.26674,0.23547,0.25024,0.35893
0.21267,0.25572,0.23999,0,0.2165,0.19668,0.21165,0.38092,0.30706,0.23668,0.3749,0.27102,0.26835,0.19658,0.18105,0.16494,0.27144,0.17259,0.26574,0.39854,0.22332,0.19265,0.39112,0.18672,0.32207,0.17648,0.43558,0.36235,0.24618,0.24881,0.19418,0.17896,0.2508,0.25466,0.32685,0.22454,0.1904,0.20095,0.28837,0.27127,0.21055,0.29168,0.31677,0.24259,0.21741,0.31058,0.18622,0.24333,0.21675,0.20932,0.2029,0.22878,0.27854,0.27356,0.28863,0.2061,0.18331,0.21883,0.19244,0.34042,0.20151,0.19153,0.27891,0.2016,0.31359,0.34895
0.24377,0.26185,0.24834,0.2165,0,0.25865,0.23741,0.37362,0.30935,0.25196,0.41008,0.24913,0.24715,0.20833,0.23725,0.23054,0.25656,0.23437,0.31846,0.38093,0.23861,0.20662,0.38623,0.18419,0.33405,0.23709,0.44613,0.36329,0.23229,0.21948,0.23082,0.21135,0.2587,0.25267,0.38348,0.23668,0.26603,0.23369,0.25239,0.26946,0.2883,0.31947,0.303,0.23955,0.27676,0.31002,0.27656,0.32439,0.23572,0.21686,0.2636,0.26479,0.27375,0.30761,0.2985,0.23421,0.23372,0.23695,0.255,0.35781,0.23756,0.22748,0.29641,0.22997,0.32191,0.34244
0.2454,0.25232,0.239,0.19668,0.25865,0,0.19231,0.37851,0.2736,0.24534,0.33827,0.22583,0.22659,0.18713,0.16854,0.15634,0.27254,0.16354,0.26471,0.38446,0.21379,0.2003,0.33899,0.18473,0.30657,0.1739,0.43314,0.36903,0.23791,0.25774,0.19825,0.18353,0.22881,0.23023,0.33226,0.1866,0.18846,0.16481,0.27404,0.25826,0.23459,0.2706,0.3,0.20438,0.19706,0.27617,0.2008,0.2099,0.19486,0.17904,0.15758,0.21819,0.27502,0.26123,0.27333,0.22205,0.1877,0.19125,0.19514,0.33682,0.1834,0.19686,0.27375,0.17442,0.31334,0.34735
0.21385,0.23379,0.22922,0.21165,0.23741,0.19231,0,0.34519,0.23784,0.20836,0.29399,0.17673,0.17817,0.19511,0.20065,0.19325,0.2619,0.17611,0.2198,0.36291,0.17599,0.17379,0.29575,0.16518,0.257,0.17001,0.396,0.30724,0.18407,0.16815,0.2017,0.17327,0.19561,0.22104,0.29307,0.19926,0.18888,0.21432,0.21028,0.23738,0.24258,0.22334,0.27804,0.21037,0.2491,0.23014,0.21418,0.26781,0.21179,0.19386,0.19664,0.23091,0.2439,0.25008,0.2685,0.22509,0.224,0.21212,0.19524,0.33701,0.17377,0.20262,0.28197,0.20059,0.29798,0.34215
0.33729,0.39779,0.36168,0.38092,0.37362,0.37851,0.34519,0,0.31703,0.28084,0.38043,0.3777,0.37458,0.39527,0.42176,0.35115,0.31897,0.368,0.33771,0.32924,0.37228,0.38253,0.33683,0.39489,0.38054,0.35333,0.36536,0.40101,0.29579,0.30125,0.33327,0.34747,0.33673,0.31,0.38529,0.34805,0.33487,0.34393,0.35463,0.3015,0.33972,0.3298,0.29426,0.32688,0.3511,0.29109,0.39317,0.39388,0.37769,0.37951,0.38709,0.34276,0.27228,0.26174,0.29668,0.36966,0.38045,0.32468,0.33551,0.29113,0.33953,0.38103,0.28658,0.37422,0.30302,0.29036
0.25124,0.2399,0.28719,0.30706,0.30935,0.2736,0.23784,0.31703,0,0.20541,0.25611,0.22887,0.23121,0.30993,0.32372,0.27191,0.3326,0.29505,0.26765,0.285,0.27697,0.30137,0.28358,0.32409,0.2883,0.23417,0.32306,0.32125,0.2097,0.2464,0.28749,0.27,0.25683,0.21002,0.32672,0.23497,0.26367,0.26864,0.27441,0.27538,0.30428,0.21309,0.2526,0.25638,0.28338,0.22812,0.31776,0.30195,0.27992,0.30977,0.30926,0.24995,0.24215,0.23372,0.26763,0.24811,0.33325,0.26172,0.25353,0.31112,0.25992,0.30323,0.25925,0.27511,0.29829,0.30022
0.22495,0.18804,0.24816,0.23668,0.25196,0.24534,0.20836,0.28084,0.20541,0,0.32783,0.24762,0.24862,0.28993,0.30981,0.23983,0.31784,0.29112,0.2686,0.32016,0.24418,0.27755,0.32691,0.29722,0.29845,0.21815,0.34969,0.33706,0.22236,0.23457,0.25043,0.26079,0.28019,0.2132,0.30023,0.25112,0.27614,0.27353,0.27047,0.24103,0.3118,0.24608,0.26725,0.24947,0.28284,0.28118,0.3114,0.30892,0.29027,0.30133,0.30724,0.26877,0.22153,0.23954,0.25358,0.2606,0.31165,0.29068,0.26012,0.31263,0.26284,0.30251,0.2747,0.28537,0.24938,0.3311
0.34626,0.30779,0.34391,0.3749,0.41008,0.33827,0.29399,0.38043,0.25611,0.32783,0,0.33494,0.33156,0.39876,0.40698,0.3499,0.42192,0.37292,0.33056,0.3858,0.35906,0.38328,0.24354,0.38366,0.32517,0.32253,0.32338,0.33783,0.30657,0.33789,0.38262,0.37019,0.34131,0.31712,0.3495,0.33381,0.32314,0.36165,0.3139,0.30785,0.32919,0.29756,0.31953,0.34224,0.37878,0.30109,0.3997,0.33813,0.36203,0.38688,0.39065,0.32566,0.341,0.32768,0.31367,0.35285,0.39833,0.36756,0.33104,0.35823,0.32119,0.38277,0.3134,0.34243,0.36462,0.39669
0.2427,0.20915,0.25239,0.27102,0.24913,0.22583,0.17673,0.3777,0.22887,0.24762,0.33494,0,0.06096,0.21787,0.24774,0.24431,0.29745,0.23482,0.28605,0.36951,0.20345,0.21902,0.31779,0.22606,0.28644,0.20809,0.36223,0.30597,0.22891,0.21817,0.25259,0.23684,0.21933,0.2335,0.33944,0.22685,0.26554,0.26327,0.27231,0.30807,0.28587,0.26251,0.32989,0.2721,0.29348,0.27965,0.25782,0.32645,0.26642,0.24081,0.24147,0.2975,0.30444,0.31007,0.3273,0.25777,0.28694,0.27293,0.25301,0.39822,0.25099,0.24516,0.35064,0.2515,0.33493,0.37152
