0,0.23826,0.252,0.23142,0.20652,0.24276,0.26269,0.24461,0.23056,0.21108,0.28849,0.22142,0.25564,0.24951,0.23087,0.21994,0.2675,0.26224,0.24875,0.23554,0.25386,0.25841,0.22116,0.23789,0.32207,0.21682,0.25693,0.32367,0.32367,0.32174,0.28068,0.27807,0.28672,0.26686,0.24912,0.23838,0.28689,0.30508,0.2832,0.29657,0.33883,0.2657,0.30112
0.23826,0,0.28865,0.26886,0.20694,0.21512,0.25064,0.25106,0.20911,0.22163,0.26243,0.20224,0.21072,0.27457,0.21511,0.26298,0.28178,0.25139,0.25732,0.21651,0.26279,0.24234,0.25941,0.25554,0.35304,0.24056,0.26173,0.297,0.297,0.24751,0.25522,0.22017,0.23731,0.23394,0.20212,0.21778,0.24572,0.27447,0.25832,0.25783,0.33631,0.25541,0.26754
0.252,0.28865,0,0.26323,0.25387,0.29126,0.27498,0.22692,0.21299,0.27985,0.26934,0.24425,0.21045,0.31012,0.24218,0.28081,0.24373,0.24865,0.21966,0.25931,0.2398,0.26174,0.24654,0.2441,0.36834,0.25125,0.25846,0.29839,0.29839,0.29876,0.3087,0.30331,0.29313,0.25438,0.29114,0.26294,0.33481,0.27518,0.30811,0.34758,0.35735,0.30803,0.26469
0.23142,0.26886,0.26323,0,0.18871,0.30512,0.21538,0.21943,0.24347,0.27399,0.23166,0.26962,0.25325,0.26889,0.20839,0.29045,0.25018,0.22121,0.24649,0.23612,0.23215,0.27277,0.20954,0.23155,0.32657,0.24456,0.22233,0.27769,0.27769,0.32006,0.31013,0.2636,0.27816,0.24314,0.28369,0.28442,0.33631,0.3099,0.28871,0.33736,0.37251,0.30638,0.30717
0.20652,0.20694,0.25387,0.18871,0,0.25204,0.18246,0.22028,0.18654,0.20537,0.22613,0.21212,0.20964,0.25127,0.2062,0.23007,0.23334,0.22212,0.23781,0.21316,0.1991,0.21554,0.16562,0.18481,0.31298,0.18945,0.18535,0.26669,0.26669,0.28172,0.2571,0.24451,0.24714,0.20321,0.23149,0.2333,0.28047,0.28218,0.24693,0.33145,0.33309,0.2429,0.27774
0.24276,0.21512,0.29126,0.30512,0.25204,0,0.32644,0.30155,0.22145,0.19319,0.34746,0.19144,0.24644,0.30225,0.26857,0.24849,0.32074,0.30254,0.27703,0.24316,0.30607,0.30095,0.301,0.30886,0.37766,0.26986,0.32946,0.372,0.372,0.29791,0.24354,0.30029,0.24879,0.28299,0.24266,0.22542,0.27085,0.2659,0.322,0.25466,0.34108,0.25513,0.2701
0.26269,0.25064,0.27498,0.21538,0.18246,0.32644,0,0.18487,0.21386,0.26298,0.20946,0.24763,0.23225,0.25203,0.18424,0.26001,0.21742,0.19748,0.23494,0.20583,0.18062,0.20112,0.16364,0.16536,0.27841,0.17597,0.1616,0.25363,0.25363,0.29424,0.2938,0.22996,0.25594,0.19243,0.2433,0.24285,0.30661,0.28809,0.24719,0.35534,0.34918,0.28246,0.28915
0.24461,0.25106,0.22692,0.21943,0.22028,0.30155,0.18487,0,0.20392,0.25899,0.24489,0.22146,0.22385,0.26383,0.18095,0.25455,0.20593,0.19503,0.20299,0.21468,0.19151,0.19041,0.21896,0.25295,0.33568,0.21518,0.22118,0.27925,0.27925,0.27461,0.29769,0.25558,0.23604,0.22341,0.254,0.23522,0.2997,0.24511,0.22233,0.31642,0.36493,0.30475,0.27081
0.23056,0.20911,0.21299,0.24347,0.18654,0.22145,0.21386,0.20392,0,0.17745,0.27261,0.16169,0.13572,0.24511,0.20862,0.20291,0.2741,0.23249,0.2009,0.21236,0.241,0.21927,0.22495,0.25979,0.34817,0.20245,0.25251,0.32555,0.32555,0.21587,0.22871,0.24228,0.23636,0.23922,0.21312,0.20824,0.26091,0.22648,0.26837,0.28195,0.32713,0.2269,0.23665
0.21108,0.22163,0.27985,0.27399,0.20537,0.19319,0.26298,0.25899,0.17745,0,0.30206,0.18102,0.21556,0.26349,0.24001,0.17265,0.28226,0.27369,0.24433,0.21556,0.2642,0.25071,0.23864,0.26677,0.32173,0.20745,0.2731,0.35747,0.35747,0.27829,0.19817,0.27128,0.23839,0.24886,0.22282,0.21808,0.21308,0.25324,0.28166,0.23418,0.29132,0.19235,0.2363
