0,0.28499,0.31465,0.28871,0.31931,0.25939,0.25876,0.30456,0.39904,0.3193,0.2462,0.30376,0.24092,0.27533,0.28536,0.26938,0.30474,0.26489,0.25611,0.29302,0.28419,0.27498,0.27485,0.28517,0.3288,0.23037,0.24795,0.25786,0.33105,0.33158,0.271,0.3461,0.33924,0.30787,0.34561,0.27556,0.29449,0.28885,0.28767,0.24671,0.2998,0.38114,0.34128,0.33181,0.32288,0.33026,0.3366,0.29085,0.37931
0.28499,0,0.21126,0.19964,0.28513,0.25658,0.21964,0.29259,0.38803,0.22513,0.24956,0.20835,0.23586,0.26488,0.28235,0.3279,0.28574,0.2918,0.22878,0.33341,0.27089,0.24925,0.27873,0.29904,0.31644,0.23606,0.18734,0.21915,0.24387,0.33929,0.2669,0.28572,0.3464,0.30687,0.34767,0.21855,0.31237,0.27023,0.31677,0.24345,0.32797,0.32581,0.32136,0.34734,0.35279,0.37716,0.31231,0.33537,0.32868
0.31465,0.21126,0,0.21385,0.27596,0.29148,0.22244,0.32723,0.36337,0.26272,0.26882,0.25145,0.25513,0.30395,0.28683,0.29942,0.29873,0.26638,0.24194,0.32199,0.28453,0.23512,0.28875,0.28987,0.29137,0.23766,0.19477,0.238,0.26862,0.31738,0.25727,0.31034,0.33571,0.30377,0.34037,0.2323,0.27808,0.2493,0.29126,0.25042,0.30924,0.33647,0.29197,0.36116,0.3556,0.38577,0.29588,0.32468,0.33296
0.28871,0.19964,0.21385,0,0.27477,0.26586,0.24088,0.31648,0.37213,0.26017,0.29037,0.22493,0.26504,0.24618,0.2907,0.33051,0.31763,0.28193,0.26781,0.33629,0.27963,0.23219,0.31229,0.32915,0.3229,0.22199,0.21361,0.16268,0.29199,0.32361,0.27558,0.31604,0.32688,0.29492,0.33637,0.24741,0.28503,0.2761,0.31121,0.27404,0.33583,0.33607,0.34844,0.34083,0.33212,0.33405,0.30355,0.31733,0.34485
0.31931,0.28513,0.27596,0.27477,0,0.25025,0.20001,0.32916,0.40705,0.23628,0.33575,0.24947,0.23869,0.21032,0.27038,0.27318,0.22171,0.247,0.26127,0.24642,0.23531,0.22476,0.27256,0.27034,0.20301,0.23036,0.21763,0.24338,0.28764,0.32301,0.27796,0.2839,0.30343,0.28946,0.32587,0.24511,0.32325,0.23553,0.26679,0.27317,0.29725,0.40753,0.30315,0.29123,0.32304,0.35667,0.30162,0.28273,0.3572
0.25939,0.25658,0.29148,0.26586,0.25025,0,0.23849,0.29979,0.3981,0.29611,0.30301,0.26358,0.21339,0.25322,0.32472,0.32965,0.30676,0.30307,0.29385,0.30586,0.25495,0.27916,0.32559,0.2604,0.33544,0.25278,0.22049,0.25524,0.27004,0.35253,0.30455,0.30342,0.33482,0.30948,0.33668,0.29504,0.32742,0.31884,0.32112,0.27475,0.33702,0.34655,0.37305,0.33784,0.34169,0.37541,0.31565,0.31358,0.34631
0.25876,0.21964,0.22244,0.24088,0.20001,0.23849,0,0.26558,0.36052,0.22757,0.26466,0.23707,0.20776,0.22256,0.25128,0.26213,0.23485,0.24657,0.22828,0.23917,0.24287,0.22239,0.26952,0.26427,0.25837,0.1954,0.16665,0.20496,0.24979,0.2912,0.2195,0.2702,0.28179,0.27938,0.29954,0.20593,0.29736,0.23622,0.2514,0.22001,0.26014,0.34238,0.28313,0.29255,0.30869,0.33124,0.27715,0.26956,0.32409
0.30456,0.29259,0.32723,0.31648,0.32916,0.29979,0.26558,0,0.33314,0.32467,0.24637,0.31317,0.30912,0.31619,0.29467,0.37124,0.38341,0.33641,0.26914,0.36861,0.31483,0.32371,0.31539,0.37623,0.37542,0.26386,0.30868,0.30756,0.30536,0.33461,0.26902,0.31394,0.32752,0.29531,0.32128,0.31113,0.34157,0.34054,0.35493,0.29304,0.35652,0.26126,0.37145,0.35151,0.3078,0.34065,0.29377,0.34649,0.27641
0.39904,0.38803,0.36337,0.37213,0.40705,0.3981,0.36052,0.33314,0,0.38296,0.34494,0.3751,0.38612,0.37299,0.35054,0.40877,0.41709,0.36033,0.33073,0.42119,0.44271,0.39684,0.38964,0.42483,0.4165,0.35477,0.36315,0.38227,0.31772,0.32248,0.27644,0.31554,0.32045,0.28725,0.29473,0.3616,0.37248,0.38218,0.39448,0.38288,0.36231,0.3097,0.37623,0.36772,0.30184,0.34427,0.28103,0.35271,0.2491
0.3193,0.22513,0.26272,0.26017,0.23628,0.29611,0.22757,0.32467,0.38296,0,0.34145,0.18247,0.28614,0.24147,0.31699,0.35759,0.27071,0.31738,0.27397,0.31889,0.32274,0.26976,0.34342,0.3537,0.29766,0.27599,0.21496,0.23995,0.29399,0.37277,0.286,0.28856,0.35813,0.31748,0.35634,0.26807,0.37812,0.29784,0.3395,0.29178,0.3457,0.37642,0.32416,0.3197,0.3808,0.40241,0.32158,0.33832,0.36197
0.2462,0.24956,0.26882,0.29037,0.33575,0.30301,0.26466,0.24637,0.34494,0.34145,0,0.32754,0.28942,0.34435,0.28819,0.34181,0.36934,0.28703,0.24035,0.37171,0.30338,0.29512,0.2871,0.32593,0.38052,0.23145,0.2978,0.2822,0.28395,0.32406,0.27802,0.33036,0.34409,0.30441,0.32881,0.2664,0.28758,0.30129,0.29623,0.23285,0.29672,0.31213,0.33212,0.39596,0.29642,0.33193,0.31079,0.35049,0.311
0.30376,0.20835,0.25145,0.22493,0.24947,0.26358,0.23707,0.31317,0.3751,0.18247,0.32754,0,0.28956,0.27827,0.33826,0.36713,0.33311,0.31954,0.30229,0.3529,0.32867,0.29026,0.33913,0.33859,0.33428,0.27447,0.22544,0.22611,0.29402,0.38055,0.3062,0.3283,0.36003,0.32656,0.35603,0.28731,0.33861,0.32293,0.34985,0.31595,0.36239,0.34936,0.36194,0.36751,0.38369,0.39621,0.33902,0.33101,0.36821
0.24092,0.23586,0.25513,0.26504,0.23869,0.21339,0.20776,0.30912,0.38612,0.28614,0.28942,0.28956,0,0.27678,0.30339,0.31141,0.29405,0.2867,0.27395,0.30548,0.21861,0.23257,0.27903,0.21112,0.31762,0.22767,0.23143,0.24305,0.28097,0.34149,0.27783,0.32079,0.34107,0.31322,0.35295,0.28006,0.33351,0.2749,0.31571,0.24888,0.33583,0.33727,0.34335,0.35231,0.34429,0.37221,0.31191,0.31783,0.34341
