0,0.22002,0.21485,0.229,0.2084,0.20887,0.26893,0.30276,0.23468,0.2197,0.28072,0.24873,0.23832,0.25318,0.24195,0.22321,0.41786,0.26961,0.26647,0.24103,0.26212,0.23889,0.24305,0.23015,0.29967,0.27069,0.22567,0.24107,0.24854,0.24149,0.23183,0.32381,0.38472,0.29292,0.25161,0.26617,0.84026,0.24746,0.258,0.2211,0.34119,0.31724,0.26751,0.38597
0.22002,0,0.22524,0.24583,0.22529,0.22665,0.26994,0.29454,0.24074,0.2402,0.28467,0.2729,0.25839,0.25974,0.28617,0.25317,0.38074,0.2519,0.29094,0.27765,0.26651,0.23713,0.24159,0.22917,0.26826,0.30402,0.23981,0.21127,0.24455,0.25112,0.23724,0.3124,0.32746,0.27859,0.24493,0.28528,0.85223,0.24317,0.25166,0.25007,0.31542,0.3103,0.25109,0.34789
0.21485,0.22524,0,0.25279,0.25552,0.24458,0.29493,0.25804,0.267,0.2479,0.34345,0.28221,0.29314,0.28963,0.25839,0.2462,0.44317,0.25703,0.23432,0.26227,0.25079,0.26366,0.23616,0.24414,0.31324,0.29261,0.2622,0.24894,0.22524,0.26106,0.25461,0.31842,0.35726,0.31542,0.27212,0.28981,0.88337,0.27523,0.26999,0.26576,0.36096,0.31602,0.25547,0.38841
0.229,0.24583,0.25279,0,0.20055,0.24663,0.22092,0.26923,0.22484,0.21509,0.28601,0.20659,0.24393,0.22455,0.20087,0.20556,0.42323,0.24027,0.25182,0.23214,0.25351,0.24595,0.18963,0.18012,0.26225,0.27445,0.18806,0.22146,0.2053,0.19217,0.23173,0.3263,0.3751,0.28085,0.2289,0.23903,0.85302,0.24239,0.28235,0.2105,0.3495,0.30833,0.28257,0.37263
0.2084,0.22529,0.25552,0.20055,0,0.20033,0.2161,0.24066,0.15679,0.18129,0.26903,0.20469,0.21549,0.21715,0.20179,0.19113,0.39573,0.23693,0.22869,0.19202,0.22203,0.18047,0.17153,0.21391,0.23808,0.23872,0.17058,0.18117,0.21655,0.19234,0.19832,0.2884,0.34136,0.25529,0.22152,0.21177,0.86325,0.20929,0.24662,0.16259,0.32462,0.28851,0.23593,0.35187
0.20887,0.22665,0.24458,0.24663,0.20033,0,0.32988,0.34696,0.28223,0.21211,0.29075,0.28991,0.23342,0.24474,0.31612,0.31095,0.43129,0.27734,0.27457,0.28397,0.29771,0.24084,0.27639,0.32164,0.31855,0.34904,0.288,0.27966,0.3076,0.28276,0.27371,0.31881,0.38115,0.27611,0.30166,0.28377,0.8065,0.28896,0.27663,0.23483,0.33168,0.36551,0.30181,0.4119
0.26893,0.26994,0.29493,0.22092,0.2161,0.32988,0,0.25599,0.19562,0.25447,0.33107,0.18422,0.2952,0.27505,0.20041,0.23069,0.42511,0.2431,0.24199,0.22888,0.28538,0.25163,0.22985,0.20154,0.2655,0.23673,0.2267,0.20314,0.22259,0.22214,0.24509,0.33906,0.38625,0.31442,0.23346,0.27211,0.89663,0.27247,0.31156,0.22094,0.38103,0.27762,0.2648,0.35389
0.30276,0.29454,0.25804,0.26923,0.24066,0.34696,0.25599,0,0.26524,0.30645,0.37906,0.29441,0.3428,0.32422,0.26523,0.2708,0.418,0.27767,0.31021,0.29446,0.28724,0.31383,0.27459,0.25097,0.30759,0.29474,0.2836,0.26056,0.24877,0.25396,0.29059,0.37364,0.375,0.34513,0.29219,0.3363,0.90017,0.32278,0.318,0.30895,0.41286,0.32942,0.29594,0.4058
0.23468,0.24074,0.267,0.22484,0.15679,0.28223,0.19562,0.26524,0,0.21284,0.27741,0.2231,0.23246,0.23881,0.21162,0.21889,0.37318,0.20468,0.21365,0.22572,0.21037,0.1873,0.19981,0.23715,0.23825,0.23529,0.21081,0.19833,0.2106,0.18644,0.20643,0.27979,0.32486,0.26998,0.22201,0.22268,0.86921,0.19757,0.24989,0.19967,0.3147,0.25887,0.22871,0.32237
0.2197,0.2402,0.2479,0.21509,0.18129,0.21211,0.25447,0.30645,0.21284,0,0.25937,0.28085,0.18798,0.22928,0.27108,0.26134,0.40201,0.25295,0.24253,0.26056,0.23966,0.20882,0.23526,0.27611,0.28081,0.3305,0.23737,0.2554,0.25887,0.24198,0.22466,0.28415,0.32535,0.2246,0.2694,0.23076,0.78708,0.24947,0.24892,0.19934,0.30609,0.32542,0.27649,0.34698
0.28072,0.28467,0.34345,0.28601,0.26903,0.29075,0.33107,0.37906,0.27741,0.25937,0,0.30093,0.19859,0.18023,0.3041,0.31258,0.28994,0.27889,0.33729,0.27781,0.25002,0.21684,0.25413,0.31665,0.25102,0.32752,0.26392,0.28948,0.29406,0.24533,0.22995,0.27336,0.29161,0.1863,0.26816,0.27486,0.79643,0.24316,0.21306,0.23371,0.21658,0.32302,0.2922,0.30753
