0.64513,-0.42775,-1.1942,0.014582,0.57778,-0.43935,-0.33447,0.29015,0.051805,-0.24004
0.1098,-0.79288,0.45956,-0.26983,0.28032,0.054122,0.38329,-0.10597,0.28007,-0.30221
-0.88415,-0.59983,-0.0018913,0.54585,0.72083,0.05106,-0.096231,-0.025627,0.13797,0.35178
1.8506,1.147,0.38361,0.18494,0.19134,0.15832,0.56392,0.6738,-0.1194,-0.0010889
-1.6649,0.94722,0.23021,0.61519,0.46937,0.48763,0.16637,-0.34719,0.18212,0.00085423
-1.6065,0.29587,-0.11978,0.15217,0.41011,-0.45326,0.13843,-0.21058,-0.19665,-0.30556
-1.1583,0.045777,-0.15649,-0.26173,-0.11792,0.0029344,-0.46514,0.28559,0.44231,0.20973
2.1501,0.12799,-0.16102,0.21988,0.38221,-0.037585,-0.59647,-0.54581,-0.046879,0.29096
-0.057435,-0.47978,0.22663,0.67637,-0.92009,-0.75223,0.0206,-0.11547,0.56602,0.37106
-1.0896,-0.72323,0.22193,1.006,-0.39972,0.20884,-0.27619,-0.15103,-0.24969,-0.59324
-1.082,-0.10689,0.70955,0.09427,0.18122,0.55815,-0.44255,0.72412,0.32305,0.099722
-1.0887,-0.11066,-0.4022,0.38358,0.29149,-0.0064148,-0.34296,0.28115,-0.69098,0.50346
-1.0664,-0.19459,0.84595,-0.27095,-0.27991,-0.4157,-0.0047572,0.22483,-0.51125,0.32658
-1.445,0.4525,0.087777,-0.61135,0.32776,-1.0555,0.17698,0.069444,0.12773,-0.043546
0.029739,-0.23388,-0.15116,0.26925,0.61291,-0.12964,0.55503,-0.20636,0.31063,0.059117
1.1758,-0.2212,-0.16342,0.051579,-0.30501,0.2556,0.56654,-0.38622,-0.0038667,0.39997
-0.28097,-0.27547,0.32778,-0.654,-0.38761,0.31214,0.18129,-0.20395,-0.017499,-0.11098
-0.0010039,-0.368,0.44009,-0.39565,0.1878,-0.10289,-0.26346,0.0259,-0.14411,0.010816
0.64418,-0.48501,-0.41589,-0.16644,0.014948,0.18329,-0.13303,0.59786,0.55473,-0.06597
0.57636,-0.73141,0.77643,-0.68573,0.7232,0.15828,-0.38773,-0.39024,-0.091729,0.070639
2.1448,0.36688,0.90891,0.52058,0.03377,-0.57573,-0.58333,0.11751,-0.065423,-0.28077
0.57236,-0.92795,-0.34772,0.080341,-0.11352,0.0085281,0.50397,0.44954,-0.59247,-0.056111
-0.25914,0.78152,-0.78566,-0.58564,-0.7488,0.32784,-0.43312,-0.29257,-0.12316,-0.13285
