0,0.22489,0.252,0.23142,0.20652,0.24276,0.26269,0.24461,0.22067,0.20192,0.28563,0.22142,0.25383,0.24951,0.23087,0.21994,0.25948,0.26089,0.24612,0.23554,0.25066,0.25299,0.21672,0.23789,0.32207,0.21682,0.25655,0.32367,0.32367,0.32207,0.27385,0.27235,0.28672,0.26686,0.24912,0.23838,0.28689,0.3005,0.2832,0.29581,0.33725,0.2657,0.29564
0.22489,0,0.28865,0.26886,0.20694,0.21304,0.2484,0.24607,0.20911,0.21357,0.26243,0.19913,0.21072,0.27278,0.20886,0.2618,0.28178,0.2505,0.25732,0.21134,0.26279,0.24021,0.25468,0.25511,0.3495,0.23521,0.26173,0.29478,0.29478,0.25252,0.25482,0.22017,0.23409,0.23394,0.20212,0.21778,0.24572,0.26864,0.25832,0.25777,0.33631,0.25496,0.26754
0.252,0.28865,0,0.25975,0.25387,0.29126,0.27498,0.22692,0.20899,0.27985,0.2665,0.24415,0.20265,0.30309,0.24071,0.27804,0.2372,0.24071,0.21966,0.25695,0.23711,0.26174,0.2374,0.24227,0.36824,0.25085,0.25585,0.29839,0.29839,0.29648,0.3087,0.30331,0.29313,0.25438,0.29114,0.26136,0.33481,0.27418,0.30811,0.34209,0.35735,0.30803,0.25845
0.23142,0.26886,0.25975,0,0.18871,0.30512,0.21538,0.21943,0.24085,0.27399,0.22911,0.26962,0.25325,0.26607,0.20839,0.29045,0.24428,0.21095,0.24649,0.23375,0.22029,0.26751,0.20297,0.23155,0.32657,0.23823,0.21905,0.27769,0.27769,0.3172,0.31013,0.2636,0.27577,0.24159,0.28369,0.28442,0.33577,0.3099,0.28871,0.33736,0.37251,0.30638,0.30717
0.20652,0.20694,0.25387,0.18871,0,0.25021,0.18246,0.22028,0.18654,0.20537,0.22613,0.20747,0.19828,0.2495,0.2062,0.23007,0.2292,0.20837,0.23415,0.20465,0.1991,0.21554,0.16134,0.18481,0.3112,0.18945,0.18198,0.26552,0.26552,0.27737,0.2571,0.23765,0.24714,0.20321,0.22938,0.23019,0.28003,0.28218,0.24693,0.33145,0.33309,0.2429,0.27774
0.24276,0.21304,0.29126,0.30512,0.25021,0,0.32644,0.30155,0.21703,0.18917,0.34746,0.18546,0.23891,0.29746,0.26857,0.24322,0.32074,0.30254,0.277,0.24316,0.30607,0.29448,0.30005,0.30886,0.37766,0.26833,0.32677,0.372,0.372,0.3011,0.24354,0.29683,0.24557,0.28299,0.24266,0.22542,0.27085,0.2659,0.322,0.25304,0.34108,0.25513,0.26147
0.26269,0.2484,0.27498,0.21538,0.18246,0.32644,0,0.18487,0.20724,0.26298,0.19436,0.24411,0.2247,0.24013,0.18424,0.26001,0.20993,0.19267,0.23494,0.2038,0.17535,0.20112,0.15079,0.16474,0.27841,0.17597,0.14891,0.24982,0.24982,0.29024,0.2904,0.2215,0.25594,0.19243,0.2433,0.24285,0.30399,0.28333,0.23409,0.35534,0.34918,0.28246,0.28915
0.24461,0.24607,0.22692,0.21943,0.22028,0.30155,0.18487,0,0.20083,0.25899,0.23965,0.22146,0.22385,0.26029,0.18095,0.25068,0.19639,0.19358,0.1985,0.21413,0.18673,0.18916,0.21892,0.24997,0.33568,0.2108,0.22118,0.27925,0.27925,0.26833,0.29639,0.25558,0.23553,0.22341,0.24151,0.22117,0.29837,0.24511,0.22112,0.31152,0.36493,0.30055,0.27081
0.22067,0.20911,0.20899,0.24085,0.18654,0.21703,0.20724,0.20083,0,0.17745,0.26458,0.15376,0.13572,0.24511,0.19815,0.18411,0.25995,0.23249,0.19416,0.20988,0.24075,0.21927,0.22097,0.25745,0.34817,0.20245,0.25082,0.32296,0.32296,0.22003,0.21293,0.24228,0.23636,0.23922,0.20863,0.20638,0.25941,0.22648,0.26242,0.2792,0.32408,0.2269,0.23098
0.20192,0.21357,0.27985,0.27399,0.20537,0.18917,0.26298,0.25899,0.17745,0,0.30206,0.17328,0.21203,0.26349,0.23272,0.16719,0.28117,0.27326,0.24219,0.21556,0.2625,0.25071,0.23864,0.26677,0.32173,0.20745,0.2731,0.35747,0.35747,0.28063,0.19385,0.27128,0.23012,0.24873,0.21464,0.20776,0.21308,0.24256,0.28166,0.22733,0.29132,0.18557,0.2363
