0,0.27036,0.27379,0.25063,0.26511,0.25333,0.24061,0.26125,0.27288,0.26889,0.27302,0.2505,0.28559,0.27708,0.27359,0.24055,0.22859,0.26498,0.28354,0.3686,0.23932,0.25585,0.22747,0.22912,0.22759,0.28526,0.24408,0.40373,0.42409,0.28274,0.2816,0.28161,0.21792,0.27941,0.25448,0.26208,0.38041,0.26946,0.21059,0.27286,0.28054,0.25628,0.31053,0.32061,0.27479,0.25597,0.38424,0.33956,0.36209,0.24552,0.42409,0.26559,0.24476
0.27036,0,0.22498,0.21532,0.20965,0.18037,0.19856,0.19938,0.19646,0.19643,0.17867,0.2623,0.21476,0.18631,0.19205,0.18919,0.27343,0.20259,0.20948,0.34156,0.21365,0.17147,0.17492,0.19807,0.21222,0.31738,0.19533,0.37943,0.38171,0.20142,0.24415,0.18218,0.15664,0.22342,0.24288,0.18955,0.38239,0.24358,0.20103,0.21768,0.24091,0.17299,0.22572,0.32508,0.22278,0.20507,0.40751,0.35567,0.38733,0.19128,0.40182,0.24205,0.2002
0.27379,0.22498,0,0.17436,0.19107,0.18308,0.22458,0.24904,0.21634,0.27192,0.18609,0.29124,0.24238,0.15991,0.17569,0.14161,0.29035,0.22539,0.15657,0.29974,0.25407,0.2308,0.16348,0.21319,0.24697,0.26577,0.1889,0.35152,0.36808,0.29555,0.28382,0.18454,0.18222,0.21568,0.20418,0.2355,0.3872,0.29973,0.21493,0.16769,0.24426,0.21381,0.26458,0.35771,0.20676,0.18173,0.42862,0.37644,0.38807,0.15293,0.42267,0.24635,0.25379
0.25063,0.21532,0.17436,0,0.20158,0.16106,0.20286,0.22155,0.19556,0.24076,0.17609,0.22757,0.24287,0.16688,0.20148,0.19134,0.21212,0.23814,0.19367,0.33886,0.20681,0.21548,0.16734,0.19457,0.20873,0.39712,0.18371,0.38337,0.3983,0.2409,0.27259,0.18382,0.18711,0.20365,0.24464,0.2256,0.37227,0.27602,0.20265,0.21046,0.26422,0.2159,0.26373,0.33773,0.22679,0.21477,0.3989,0.33573,0.38077,0.17323,0.38661,0.24232,0.25686
0.26511,0.20965,0.19107,0.20158,0,0.2031,0.22554,0.26599,0.2208,0.27916,0.209,0.27697,0.2189,0.16612,0.19746,0.1956,0.28095,0.24065,0.19612,0.30236,0.23437,0.22958,0.19296,0.21377,0.23047,0.35412,0.18969,0.35096,0.35955,0.27789,0.27617,0.20765,0.21662,0.20499,0.23867,0.26207,0.40172,0.27566,0.2361,0.18446,0.27785,0.21478,0.27685,0.38426,0.21127,0.25207,0.4281,0.37322,0.39968,0.199,0.43679,0.28097,0.28123
0.25333,0.18037,0.18308,0.16106,0.2031,0,0.22292,0.2224,0.19932,0.22502,0.159,0.22337,0.17911,0.15096,0.19094,0.1732,0.23466,0.22178,0.1609,0.31126,0.21395,0.22239,0.14433,0.20107,0.23888,0.3107,0.20159,0.37268,0.38284,0.21866,0.27839,0.18849,0.17153,0.20036,0.23072,0.23762,0.37502,0.27415,0.20048,0.20404,0.2268,0.1872,0.25059,0.35116,0.18434,0.2077,0.43582,0.37153,0.42211,0.1839,0.41219,0.2598,0.24937
0.24061,0.19856,0.22458,0.20286,0.22554,0.22292,0,0.2007,0.186,0.1963,0.20197,0.17339,0.26059,0.24839,0.23746,0.20744,0.18742,0.18536,0.25905,0.38112,0.15302,0.20324,0.20365,0.13262,0.14243,0.2568,0.20337,0.40929,0.42572,0.22276,0.18364,0.21612,0.18147,0.28581,0.21166,0.1866,0.32349,0.21879,0.18575,0.26452,0.2737,0.24218,0.28978,0.2585,0.26977,0.2158,0.33573,0.26396,0.33737,0.23202,0.33681,0.18359,0.19231
0.26125,0.19938,0.24904,0.22155,0.26599,0.2224,0.2007,0,0.27061,0.19881,0.24055,0.20597,0.27909,0.23956,0.25323,0.26038,0.19378,0.25658,0.28693,0.3491,0.20819,0.24412,0.23415,0.20776,0.21064,0.39649,0.2673,0.37483,0.38301,0.20928,0.21892,0.25248,0.20736,0.27703,0.2516,0.19602,0.3321,0.23294,0.20958,0.28205,0.26823,0.22786,0.27542,0.26774,0.26491,0.21762,0.36883,0.29029,0.3461,0.25343,0.34633,0.2343,0.21349
0.27288,0.19646,0.21634,0.19556,0.2208,0.19932,0.186,0.27061,0,0.21576,0.1745,0.21929,0.25682,0.22599,0.19506,0.18362,0.229,0.1775,0.21254,0.3428,0.17754,0.19245,0.19306,0.16085,0.19017,0.38891,0.1586,0.35255,0.36543,0.21066,0.2219,0.20521,0.1802,0.26889,0.23981,0.24669,0.35173,0.28757,0.23372,0.23035,0.24853,0.23702,0.29971,0.30186,0.26469,0.24177,0.36075,0.30896,0.37178,0.21773,0.33995,0.24847,0.23766
0.26889,0.19643,0.27192,0.24076,0.27916,0.22502,0.1963,0.19881,0.21576,0,0.21587,0.19994,0.27108,0.25681,0.24221,0.23779,0.2165,0.22022,0.29567,0.37207,0.18993,0.20514,0.23026,0.18569,0.19664,0.34959,0.24024,0.39279,0.40837,0.16562,0.20529,0.22237,0.18946,0.26922,0.26919,0.20694,0.33401,0.25324,0.21928,0.26563,0.23167,0.23345,0.2864,0.26191,0.28542,0.22798,0.36862,0.30422,0.39661,0.24763,0.34107,0.23642,0.19239
