0,0.28117,0.31465,0.28629,0.31931,0.25939,0.25465,0.29999,0.39904,0.30955,0.24598,0.30335,0.24092,0.27326,0.28536,0.26194,0.30474,0.26035,0.24895,0.29302,0.28342,0.27498,0.27485,0.28367,0.32615,0.22366,0.24795,0.2548,0.32688,0.33158,0.26221,0.33775,0.338,0.30787,0.34506,0.28166,0.29342,0.28885,0.28537,0.24671,0.29325,0.37638,0.33873,0.32659,0.32288,0.325,0.3366,0.28244,0.37742
0.28117,0,0.21126,0.19964,0.28513,0.2458,0.21964,0.29184,0.38803,0.22238,0.24726,0.20386,0.23586,0.26488,0.27953,0.32425,0.28574,0.28485,0.22878,0.32934,0.26813,0.24364,0.27182,0.29068,0.31644,0.2358,0.18546,0.21032,0.24387,0.33797,0.26526,0.2816,0.3464,0.2967,0.34767,0.21897,0.31137,0.27023,0.31677,0.23433,0.32419,0.32581,0.31961,0.34734,0.35279,0.37716,0.30741,0.32812,0.32625
0.31465,0.21126,0,0.21385,0.26556,0.28988,0.22244,0.3253,0.36337,0.26272,0.26835,0.25145,0.25322,0.30395,0.28054,0.29707,0.29475,0.26638,0.23496,0.3153,0.27965,0.23512,0.28366,0.28987,0.29137,0.23766,0.19477,0.238,0.26862,0.31738,0.25727,0.31034,0.33387,0.30377,0.34037,0.22652,0.27808,0.24302,0.29126,0.24218,0.30777,0.33625,0.29197,0.36116,0.3556,0.38577,0.29452,0.33171,0.33296
0.28629,0.19964,0.21385,0,0.27209,0.26586,0.24088,0.3152,0.37213,0.26017,0.28556,0.22493,0.26504,0.24618,0.2907,0.32918,0.31763,0.28193,0.26781,0.33629,0.27322,0.23219,0.30888,0.32492,0.3229,0.22199,0.20908,0.16268,0.29199,0.31873,0.27336,0.31302,0.32688,0.28811,0.33414,0.24851,0.28475,0.2761,0.31121,0.2729,0.33583,0.33546,0.34079,0.34083,0.32355,0.33405,0.30355,0.31312,0.33801
0.31931,0.28513,0.26556,0.27209,0,0.25025,0.19611,0.32916,0.40274,0.23628,0.33575,0.24947,0.23869,0.20738,0.26866,0.26151,0.22171,0.23762,0.25888,0.24642,0.23531,0.21696,0.27256,0.27034,0.19512,0.23019,0.21136,0.24207,0.28764,0.32301,0.26896,0.2839,0.30343,0.28946,0.32587,0.24925,0.32325,0.23553,0.26578,0.27317,0.29714,0.40512,0.28597,0.28558,0.32304,0.35383,0.30001,0.28184,0.3572
0.25939,0.2458,0.28988,0.26586,0.25025,0,0.23849,0.29979,0.39789,0.29317,0.30142,0.26252,0.21339,0.25322,0.32472,0.33191,0.29555,0.30273,0.29385,0.30586,0.25495,0.27916,0.32559,0.2604,0.33544,0.25278,0.22049,0.25524,0.27004,0.35253,0.29545,0.30342,0.33482,0.30948,0.33343,0.29696,0.32742,0.31513,0.32112,0.27129,0.33702,0.34655,0.37234,0.33558,0.34169,0.37243,0.31196,0.31895,0.34631
0.25465,0.21964,0.22244,0.24088,0.19611,0.23849,0,0.25913,0.3596,0.22757,0.25532,0.22963,0.20776,0.22256,0.24252,0.25634,0.23279,0.24013,0.22828,0.23917,0.22582,0.22239,0.26547,0.26427,0.25837,0.1954,0.16231,0.20496,0.24979,0.28779,0.2178,0.26399,0.28179,0.27606,0.29771,0.21531,0.28859,0.23622,0.2514,0.21688,0.26014,0.34238,0.27953,0.2869,0.30869,0.33124,0.27715,0.26259,0.32222
0.29999,0.29184,0.3253,0.3152,0.32916,0.29979,0.25913,0,0.32732,0.32149,0.24599,0.31317,0.30314,0.31619,0.29467,0.37308,0.38261,0.33641,0.26914,0.3668,0.31479,0.32371,0.31539,0.37585,0.37542,0.26166,0.29977,0.30072,0.30528,0.3307,0.26902,0.31394,0.32675,0.29531,0.3152,0.3137,0.34157,0.3383,0.35493,0.29304,0.35274,0.26126,0.37145,0.34908,0.3068,0.34065,0.29377,0.34249,0.27641
0.39904,0.38803,0.36337,0.37213,0.40274,0.39789,0.3596,0.32732,0,0.37503,0.33883,0.3751,0.38612,0.36484,0.34919,0.40648,0.41709,0.35285,0.33073,0.42119,0.43884,0.39684,0.38964,0.42483,0.4165,0.35214,0.36315,0.38207,0.3099,0.32135,0.27644,0.31554,0.31127,0.28394,0.28813,0.35434,0.37248,0.38101,0.39448,0.38288,0.36231,0.3097,0.37623,0.36772,0.29725,0.34131,0.28103,0.35227,0.2491
0.30955,0.22238,0.26272,0.26017,0.23628,0.29317,0.22757,0.32149,0.37503,0,0.34145,0.17363,0.27624,0.23421,0.30565,0.35498,0.27071,0.31738,0.27119,0.31462,0.32274,0.26976,0.33677,0.34799,0.29655,0.27351,0.20746,0.23995,0.29018,0.37277,0.286,0.28856,0.35813,0.31748,0.35478,0.26816,0.37812,0.29784,0.3395,0.28998,0.34218,0.37642,0.32416,0.3197,0.3704,0.40241,0.32007,0.32734,0.36034
