-0.19436,0.043304,-0.11201,-0.69751,0.85034,0.43544,0.37848,-0.51982,-0.52222,0.41701
-0.13079,0.56969,0.81311,-0.42566,-0.28894,-0.19677,-0.28815,-0.66437,-0.18297,0.075716
-0.27785,-0.073855,0.53495,-0.7393,0.38802,0.30635,-0.51808,0.083495,0.024793,-0.43064
-1.0183,-0.28791,-0.022525,0.21325,0.42059,-0.2379,0.00022624,-0.28829,-0.17536,0.41032
-0.68469,0.089785,-0.40079,-0.70452,0.35289,0.003968,-0.65391,0.4648,0.36266,-0.23722
-0.93508,-0.11181,0.26594,0.1718,-0.2254,0.19039,0.21633,0.049009,-0.20378,-0.0069023
-0.3423,0.69105,0.065261,-0.15497,0.28805,0.013999,0.25838,-0.14365,0.15256,-0.12614
1.6813,-0.61171,-0.70497,-1.2294,0.23099,-0.073007,0.60163,0.81093,0.077126,0.60118
0.85923,0.30645,0.058431,-0.62852,-0.62514,0.64316,0.22135,-0.43064,0.16723,0.53532
0.64432,0.11514,0.048899,-0.55712,-0.06436,-0.46314,-0.13597,-0.48906,0.049534,0.17417
1.3975,0.92902,0.87112,0.57257,-0.16604,0.92014,0.61497,-0.11188,0.6457,0.5075
-0.44156,1.2766,0.088904,-0.80565,-0.20325,-0.051989,-0.24424,-0.31906,0.0018073,-0.053985
-0.43763,1.2907,0.15102,-0.80819,-0.18677,-0.013156,-0.23086,-0.30345,0.0040535,-0.086964
-1.2828,0.18428,0.18375,-0.15966,-0.051173,-0.53311,-0.060813,0.41351,0.033422,-0.19473
-1.5226,-0.052749,0.4223,-0.34156,0.012094,-0.69761,-0.10177,-0.22012,0.28069,0.31623
-0.61486,-0.592,0.77614,-0.0099557,0.34707,-0.46055,-0.20471,-0.028028,0.19126,0.38073
-0.41265,-0.024277,-1.519,-0.44752,0.50401,-0.21279,0.024318,0.8056,-0.13858,0.15211
-0.98301,-0.097786,0.58353,-0.068778,0.233,-0.45894,0.2353,0.1333,-0.25272,0.0036501
