0,0.23466,0.22054,0.20773,0.24377,0.23285,0.21211,0.33278,0.25124,0.22495,0.34117,0.2427,0.24153,0.26449,0.26154,0.2319,0.28253,0.23657,0.22445,0.33453,0.2338,0.23499,0.35956,0.23341,0.29546,0.20935,0.40839,0.36226,0.22147,0.22475,0.23867,0.21299,0.22448,0.21034,0.34935,0.24856,0.24669,0.24552,0.28332,0.25996,0.26506,0.28002,0.29446,0.26724,0.28229,0.24483,0.25282,0.29604,0.26697,0.26692,0.27094,0.25396,0.25684,0.26432,0.29255,0.24378,0.29417,0.24243,0.21877,0.33685,0.24188,0.26201,0.27325,0.24104,0.29158,0.33497,0.2571,0.31398,0.30986
0.23466,0,0.24893,0.24866,0.26185,0.24952,0.22195,0.39779,0.2399,0.18804,0.3071,0.20915,0.20586,0.23978,0.2536,0.21218,0.34727,0.22744,0.26524,0.35933,0.21853,0.24212,0.32691,0.26102,0.31774,0.17275,0.35646,0.30983,0.22808,0.23915,0.23412,0.22285,0.24731,0.22976,0.32515,0.2189,0.2495,0.25554,0.2752,0.25198,0.27865,0.24141,0.2857,0.25137,0.25045,0.27921,0.29025,0.28271,0.24474,0.27175,0.27005,0.26949,0.2672,0.28032,0.29526,0.21287,0.28824,0.26852,0.24147,0.36978,0.24224,0.26099,0.30568,0.24363,0.28835,0.38407,0.27566,0.32869,0.33985
0.22054,0.24893,0,0.23999,0.24397,0.2385,0.22922,0.36118,0.28505,0.24364,0.34391,0.24039,0.24323,0.25067,0.23268,0.19545,0.29141,0.22366,0.26965,0.39401,0.19655,0.22984,0.31588,0.2529,0.34327,0.18248,0.37785,0.34505,0.23261,0.24619,0.24831,0.2167,0.24542,0.19232,0.37673,0.2251,0.23387,0.22649,0.27444,0.21946,0.28188,0.30128,0.282,0.20135,0.2344,0.26733,0.26639,0.27532,0.22654,0.26597,0.25512,0.22013,0.25941,0.24922,0.28617,0.23694,0.23839,0.24151,0.21908,0.33359,0.23709,0.26587,0.25606,0.23547,0.24205,0.35893,0.24966,0.31163,0.32585
0.20773,0.24866,0.23999,0,0.2165,0.18791,0.21146,0.37494,0.29793,0.23589,0.36391,0.25358,0.25566,0.17719,0.18105,0.16246,0.26694,0.17259,0.26574,0.39481,0.22332,0.18786,0.38549,0.18672,0.31646,0.17648,0.43558,0.36162,0.24402,0.24722,0.18815,0.18402,0.2526,0.25573,0.31701,0.21275,0.1904,0.18591,0.28389,0.26681,0.21055,0.29168,0.31351,0.24259,0.21583,0.30571,0.18622,0.24333,0.21675,0.20537,0.18882,0.22878,0.27335,0.27356,0.28851,0.19635,0.18331,0.21883,0.18802,0.34042,0.20151,0.19153,0.27891,0.19607,0.31359,0.34895,0.25435,0.23239,0.34685
0.24377,0.26185,0.24397,0.2165,0,0.25448,0.22536,0.36807,0.30889,0.2519,0.40361,0.2392,0.24273,0.20833,0.23725,0.22868,0.24409,0.23437,0.31413,0.37737,0.23333,0.20662,0.38623,0.18419,0.33405,0.23709,0.44613,0.36329,0.23229,0.21948,0.21772,0.21357,0.26278,0.26661,0.37661,0.23668,0.26351,0.23369,0.25239,0.26946,0.28134,0.31947,0.303,0.23955,0.27676,0.31002,0.27175,0.31196,0.23043,0.21221,0.2636,0.26007,0.27375,0.29667,0.29439,0.23029,0.22962,0.2319,0.255,0.35781,0.23756,0.22231,0.29641,0.22997,0.32191,0.34063,0.27337,0.27,0.36532
0.23285,0.24952,0.2385,0.18791,0.25448,0,0.19231,0.37851,0.2736,0.24534,0.33579,0.22506,0.22438,0.17476,0.16854,0.15634,0.27254,0.16253,0.26471,0.38446,0.21379,0.18919,0.33899,0.18473,0.30164,0.1739,0.42949,0.36649,0.23536,0.25186,0.19199,0.17246,0.22842,0.22273,0.3292,0.16858,0.18846,0.15597,0.27147,0.25408,0.23459,0.26474,0.29851,0.20438,0.18891,0.26546,0.2008,0.2099,0.19486,0.16966,0.15053,0.21819,0.27161,0.26123,0.27333,0.21336,0.17432,0.19125,0.19514,0.33682,0.17097,0.19686,0.27375,0.16121,0.30956,0.34256,0.23512,0.22441,0.31414
0.21211,0.22195,0.22922,0.21146,0.22536,0.19231,0,0.34519,0.23784,0.20129,0.29399,0.16776,0.16614,0.19172,0.20065,0.19325,0.2619,0.17252,0.2198,0.35305,0.17599,0.15989,0.28746,0.16518,0.257,0.17001,0.396,0.30724,0.17903,0.15495,0.19809,0.18689,0.19914,0.20808,0.2911,0.19756,0.18888,0.20631,0.19826,0.23119,0.24258,0.22334,0.26854,0.21037,0.24621,0.22573,0.21418,0.26781,0.21179,0.19005,0.19664,0.23091,0.2439,0.25008,0.2685,0.21088,0.224,0.21212,0.19062,0.33701,0.16837,0.20262,0.2784,0.19864,0.29279,0.33051,0.22847,0.28298,0.29473
0.33278,0.39779,0.36118,0.37494,0.36807,0.37851,0.34519,0,0.31703,0.27807,0.38043,0.36896,0.37172,0.39527,0.42128,0.34967,0.3158,0.36794,0.33771,0.32924,0.37228,0.38253,0.33683,0.39489,0.37644,0.34384,0.35754,0.39862,0.29104,0.2988,0.33294,0.34482,0.33103,0.30528,0.37957,0.34615,0.33013,0.34393,0.35463,0.3015,0.33942,0.3298,0.28872,0.32688,0.3511,0.29062,0.39243,0.38804,0.37417,0.37925,0.3801,0.34163,0.27029,0.26174,0.29668,0.36682,0.37867,0.32468,0.33551,0.2872,0.33953,0.37724,0.28658,0.36749,0.30302,0.29036,0.3151,0.34639,0.28491
0.25124,0.2399,0.28505,0.29793,0.30889,0.2736,0.23784,0.31703,0,0.20541,0.24348,0.22887,0.23121,0.30993,0.31769,0.27191,0.3326,0.29505,0.26722,0.285,0.27666,0.29935,0.28358,0.31351,0.2883,0.23285,0.32214,0.32125,0.2097,0.2464,0.28358,0.26829,0.25652,0.20127,0.32672,0.23188,0.25239,0.26469,0.27441,0.26944,0.30428,0.20952,0.25214,0.24407,0.272,0.22812,0.31324,0.30195,0.27576,0.30015,0.30926,0.24995,0.24215,0.22522,0.25753,0.24811,0.33231,0.26172,0.25353,0.30369,0.25992,0.30271,0.25925,0.26712,0.29075,0.29771,0.24424,0.34522,0.25886
0.22495,0.18804,0.24364,0.23589,0.2519,0.24534,0.20129,0.27807,0.20541,0,0.32323,0.2462,0.2441,0.2888,0.30204,0.23983,0.31784,0.28743,0.2686,0.32016,0.23874,0.27755,0.32288,0.29544,0.29845,0.21771,0.34605,0.33208,0.22236,0.22904,0.251,0.26406,0.27338,0.2226,0.29785,0.2481,0.2678,0.27353,0.27047,0.23432,0.3118,0.24449,0.26402,0.24173,0.27639,0.2809,0.30267,0.30892,0.28225,0.30073,0.30417,0.26512,0.22153,0.23103,0.245,0.2606,0.30465,0.28455,0.26012,0.30676,0.26136,0.29666,0.2747,0.28537,0.24938,0.32658,0.26765,0.32613,0.31516
